src,tgt
ECC 错误发生频率,Run Out Cancel
软件 ECC 修正,Soft ECC correction
磁头飞行高度,Flying Height
起转电机的高强度电流,Spin High Current
旋转蜂鸣声,Spin Buzz
脱机寻道性能,Offline Seek Performance
扭矩增大计数,Torque Amplification Count
不可校正的 ECC 计数,Uncorrectable ECC Count
失败,Failing
SMART 数据,SMART Data
RAID 级别,RAID Level
组件大小,Component Size
条带大小,Stripe Size
创建磁盘阵列,Create RAID Array
新的 RAID 阵列,New RAID Array
无法卸载卷,Cannot unmount volume
不分区,Don 't partition
最小容量,Minimum Size
最大容量,Maximum Size
错误创建分区表,Error creating partition table
创建分区表,Create Partition Table
删除组件出错,Error removing component
未运行,Not running
备用的,Spare
阵列名称 ：,Array Name :
阵列容量 ：,Array Size :
RAID 类型 ：,RAID Type :
分区,Partition
删除分区,Delete the partition
创建分区错误,Error creating partition
创建分区,Create Partition
创建分区,Create partition
未知大小,Unknown Size
Linux 软件磁盘阵列,Linux Software RAID
明文 LUKS 设备,Cleartext LUKS Device
为 RAID 阵列创建组件出错,Error creating component for RAID array
创建 RAID 阵列组件的分区表出错,Error creating partition table for component for RAID array
创建 RAID 阵列出错,Error creating RAID array
创建一个新的软 RAID 阵列,Create a new Software RAID array
启动阵列,Start the array
停止阵列,Stop the array
百分比大小,Percent Size
现在ATA SMART graph label,nowATA SMART graph label
最大逻辑卷大小,Maximum Logical Volume Size
锁定卷,Logical Volume Size
分区最大容量,Maximum Partition Size
分区容量,Partition Size
最小写入速度 ：,Minimum Write Rate :
最大写入速度 ：,Maximum Write Rate :
平均写入速度 ：,Average Write Rate :
从不,Never
取消Cancel,CancelCancel
从卷组移除物理卷,Remove the PV from the VG
附加此组件到此阵列,Attach the component to the array
从阵列移除组件,Remove the component from the array
帮助记忆的确定键,Affirmative Button Mnemonic
确定键上的助记标签,The mnemonic label for the affirmative button
分区方案,Partitioning Scheme
逻辑卷,Logical Volume
LVM2 逻辑卷,LVM2 Logical Volume
卷组,Volume Group
LVM2空间组,LVM2 Volume Group
本地存储,Local Storage
登录出错,Error logging in
BIOS 启动分区,BIOS Boot Partition
HP-UX 数据分区,HP-UX Data Partition
HP-UX 服务分区,HP-UX Service Partition
FreeBSD 启动分区,FreeBSD Boot Partition
FreeBSD 数据分区,FreeBSD Data Partition
FreeBSD 交换分区,FreeBSD Swap Partition
FreeBSD UFS 分区,FreeBSD UFS Partition
FreeBSD Vinum 分区,FreeBSD Vinum Partition
FreeBSD ZFS 分区,FreeBSD ZFS Partition
Apple ZFS 分区,Apple ZFS Partition
Apple 启动分区,Apple Boot Partition
Apple Label 分区,Apple Label Partition
Apple TV 恢复分区,Apple TV Recovery Partition
NetBSD 交换分区,NetBSD Swap Partition
NetBSD FFS 分区,NetBSD FFS Partition
NetBSD LFS 分区,NetBSD LFS Partition
NetBSD RAID 分区,NetBSD RAID Partition
磁盘故障即将发生blank,DISK FAILURE IS IMMINENTblank
转到多路径设备,Go to Multipath Device
写入缓存 ：,Write Cache :
转动率 ：,Rotation Rate :
容量 ：,Capacity :
连接 ：,Connection :
分区 ：,Partitioning :
SM _ ART 数据,SM _ ART Data
并行 ATA,Parallel ATA
串行 ATA,Serial ATA
驱动器 ：,Driver :
结构 ：,Fabric :
为卷组创建物理卷出错,Error creating PV for VG
未运行,Not Running
部分运行,Partially Running
正在运行LVM2 LV State,RunningLVM2 LV State
扩展大小 ：,Extent Size :
更改此卷组名称,Change the Volume Group name
正在修复RAID action,RepairingRAID action
正在恢复RAID action,RecoveringRAID action
正在检查RAID action,CheckingRAID action
从 RAID 阵列移除组件出错,Error removing component from RAID Array
检查 RAID 阵列出错,Error checking RAID Array
动作 ：,Action :
创建 RAID 阵列,Bring up the RAID Array
卸载卷出错,Error unmounting volume
加载卷出错,Error mounting volume
锁定 LUKS 卷出错,Error locking LUKS volume
解锁 LUKS 卷出错,Error unlocking LUKS volume
更改卷标出错,Error changing label
创建逻辑卷失败,Error creating Logical Volume
卷名称 ：,Volume Name :
分区类型 ：,Partition Type :
分区卷标 ：,Partition Label :
可用 ：,Available :
挂载点 ： LVM2 LV State,Mount Point : LVM2 LV State
可启动,Bootable
允许写,Allow Write
转到阵列,Go to array
挂载此卷,Mount the volume
卸载此卷,Unmount the volume
创建新分区,Create a new partition
创建新逻辑卷,Create a new logical volume
激活逻辑卷,Activate the Logical Volume
更改此卷的名称,Change the name of the volume
删除逻辑卷,Delete the Logical Volume
禁用逻辑卷,Deactivate the Logical Volume
创建 RAID 阵列,Create a RAID array
创建 RAID 阵列组件的分区表出错,Error creating partition table for RAID component
正在同步,In Sync
电机起转时间,Spin Up Time
电机起转重试计数,Spin Up Retry Count
记忆棒,Memory Stick
SD 卡,Secure Digital
蓝光,Blu-ray
火线,FireWire
检测,Examine
格式化卷,Format Volume
创建新分区,Create a new partition …
删除分区 ...,Delete partition …
查看 SMART 数据 ...,View SMART Data …
格式化 ...,Format …
分区类型,Partition Type
正在备份文件,Backing File
传输,Conveyance
失败,FAILING
磁盘看起来即将在不久后损坏,DISK IS LIKELY TO FAIL SOON
自检失败,SELF-TEST FAILED
写入到备份设备时出错,Error writing to backup image
打开文件以便写入时出错,Error opening file for writing
格式化分区时出错,Error formatting partition
不进行分区,No partitioning
交换区,Swap
磁盘故障即将发生,DISK FAILURE IS IMMINENT
多路径驱动器,Multipath Drive
卷标 ： LVM2 LV State,Label : LVM2 LV State
谷歌,Google
完成Document Title,DoneDocument Title
标题Search Filter,TitleSearch Filter
旋转 ↶,Rotate ↶
旋转 ↷,Rotate ↷
匹配Search Filter,MatchSearch Filter
分享,Share
可以查看,Can view
匹配,Match
答 ：,A : # x2003 ;
隶属,Affiliation
小心,Caution
版权页,Colophon
问 ：,Q : # x2003 ;
biblioentry.tooltip 查看参考书目 。,biblioentry.tooltip View the bibliography entry .
chapter.number 第 章,chapter.number .
example.label 例 # x2003 ; 例 # x2002 ; 例,example.label Example # x2003 ; Example # x2002 ; Example
figure.label 图 # x2003 ; Figure # x2002 ; 图,figure.label Figure # x2003 ; Figure # x2002 ; Figure
part.label . # x2003 ; . # x2002 ; 第 部分,part.label . # x2003 ; . # x2002 ; Part
table.label 表 # x2003 ; Table # x2002 ; 表,table.label Table # x2003 ; Table # x2002 ; Table
更多关于,More About
存根,Stub
终稿,Final
GNOME DVB 守护程序,GNOME DVB Daemon
DVB 控制中心,DVB Control Centre
退出程序,Quit the Program
下一天,Next Day
创建新组,Create new Group
选择目录,Select Directory
频道组,Channel group
长度,Length
信号质量 ：,Signal quality :
天线,Antenna
卫星,Satellite
不知道,Don 't know
数字电视配置,Digital TV configuration
配置另一个设备,Configure Another Device
数字电视,Digital TV
看电视,Watch TV
数字电视控制中心,Digital TV Control Centre
数字电视设置,Digital TV Setup
电视,TV
文字,TEXT
大小,SIZE
字体文件 输出文件,FONT-FILE OUTPUT-FILE
关于字体查看器,About Font Viewer
版权,Copyright
字体查看器,Font Viewer
2004 年 6 月,June 2004
开始新游戏,Starting a New Game
启动的等级,Level to Start On
预览下一个方块,Preview Next Block
方块图像,Block Image
2006年1月,January 2006
重要的信息 。,Important information .
目标,The Goal
加入一个游戏房间,Joining a game room
切换数字灯开关,Switch off the Num Lock key
安全传送 ： +,Teleport : +
等待 ： Enter,Wait : Enter
错误高亮,Error highlighting
填充方块,Fill Square
点击 高亮显示,Click Highlighter
高亮显示,Highlighter
赢得 GNOME 四邻,Playing GNOME Tetravex
GNOME 四邻,GNOME Tetravex
解决游戏,Playing the game
目标,Objective
移动成功,The winning move
游戏菜单,Game menu
帮助菜单,Help menu
游戏区域,Game area
开始游戏,Starting a game
Tali 掷骰子 小游戏手册,Tali Manual
GNOME 掷骰子,GNOME Tali
玩 GNOME 掷骰子小游戏,Playing GNOME Tali
GNOME 掷骰子操作,GNOME Tali in action
游戏类型,Game Type
游戏攻略,Game Strategy
两对同色,Two Pair Same Colour
大顺子,Large Straight
小顺子,Small Straight
麻将 小游戏手册,Mahjongg Manual
GNOME 麻将,GNOME Mahjongg
玩麻将小游戏,Playing Mahjongg
信息提示框,Information Dialogue
信息提示框 。,Information Dialogue .
提示,Hint
工具栏 。,Toolbar .
2008年1月,January 2008
2005年2月,February 2005
开始 消色块 小游戏,Playing Same GNOME
开始 消色块 新游戏 。,Same GNOME at the beginning of a new game .
更改外观,Changing the Look
改变大小,Changing the Size
关于 消色块 小游戏,About Same GNOME
2007年5月,May 2007
初始级别,Starting level
贪吃蛇颜色,Worm colour
2000年2月4日,4 February 2000
2000年2月5日,5 February 2000
2000年2月7日,7 February 2000
2000年4月7日,7 April 2000
玩黑白棋游戏,Playing Iagno
注意 ：,Note :
小提示 ：,Tip :
棋子设置,Tile Set
注意 ：,Important :
GNOME Hello 演示,GNOME Hello Demo
消息,MESSAGE
初始配置,Initial Setup
建立本地帐号,Create a Local Account
建立帐号时出错,Error creating account
移除帐号时出错,Error removing account
搜索位置,Search for a location
谢谢,Thank You
移除输入源,Remove Input Source
上移输入源,Move Input Source Up
拍照 ...,Take a photo …
建立本地帐号,Create Local Account
欢迎使用 GNOME ！,Enjoy GNOME !
GNOME 密钥环 ： GPG 代理,GNOME Keyring : GPG Agent
GNOME 密钥环 ： PKCS # 11 组件,GNOME Keyring : PKCS # 11 Component
保密存储服务,Secret Storage Service
GNOME 密钥环 ： 保密服务,GNOME Keyring : Secret Service
SSH 密钥代理,SSH Key Agent
GNOME 密钥环 ： SSH 代理,GNOME Keyring : SSH Agent
解锁登录密钥环,Unlock Login Keyring
解锁密钥环,Unlock Keyring
解锁私钥,Unlock private key
解锁证书,Unlock certificate
解锁公钥,Unlock public key
发送邮件到,Mail to
无匹配,No match
返回事件视图,Go back to the event view
日志查看器,Log Viewer
优先级,Priority
内核设备,Kernel Device
运行应用程序,Run Application
GNOME 主菜单,GNOME Main Menu
GNOME 主菜单,The GNOME Main Menu
网络 ： 无,Network : None
单击配置网络,Click to configure network
GNOME 主菜单工厂,GNOME Main Menu Factory
我在这儿 ！,I ’ m here !
一款 GNOME 地图应用程序,A map application for GNOME
应用程序 菜单,Application menu
语音,Voice
文件信息,File Information
2003年10月25日,25 October 2003
2002年2月19日,19 Feb 2002
2001年3月23日,23 Mar 2001
GNOME 音量控制器,gnome-volume-control
GNOME 音量控制器,GNOME Volume Control
启动 GNOME 音量控制,To Start GNOME Volume Control
当您启动了 GNOME 音量控制,When You Start GNOME Volume Control
更改一个混音器的音量大小,To Change a Mixer Volume
静音一个混音器,To Silence a Mixer
主声道,vol
线路输入,line
话筒,mic
2003年12月,December 2003
启动 CD 播放器,To Start CD Player
运行 CD 播放器,When You Start CD Player
播放 CD,To Play a CD
CD 标题 。,Title of the CD .
要播放 CD 上的下一个音轨 ， 点击 按钮 。,"To move to the next track on the CD , click on the button ."
停止,To Stop a CD
弹出唱片,To Eject a CD
要配置 CD 播放器 ， 点 按钮 。,"To configure CD Player , click on the button ."
CD 播放器设备,CD Player Device
总时长,Running Length
全部重播,Repeat All
重复播放,Repeat Song
查看您的网络的信息,View information about your network
ping 时响铃,Beep on ping
IP 信息,IP Information
不可用,Not Available
接口信息,Interface Information
最大 ：,Maximum :
平均 ：,Average :
最小 ：,Minimum :
路由表信息,Routing Table Information
跟踪,Trace
traceroute 的输出,Output for traceroute
Traceroute 输出,Traceroute output
端口扫描,Port Scan
查找,Lookup
查找的输出,Output for lookup
查找输出,Lookup output
finger 的输出,Output for finger
Finger 输出,Finger output
其它类型,Other type
以太网卡,Ethernet Interface
并行端口连接,Parallel Line Interface
回环接口,Loopback Interface
未知接口,Unknown Interface
回环,Loopback
不可用,not available
主机,HOST
用户,USER
默认信息,Default Information
规范名称,Canonical Name
邮箱交换,Mailbox Exchange
邮箱信息,Mailbox Information
名字服务器,Name Server
开始授权,Start-of-authority
文本信息,Text Information
获取路由表,Getting routing table
IP 源,IP Source
网关,Gateway
接口,Interface
成员,Member
信息不可用,Information not available
运行,Run
序号 ：,Seq . No . :
序列,Seq
未知open,unknownopen
打开,open
服务,Service
时间 1,Time 1
时间 2,Time 2
网络工具程序,network tool application
开始授权,Start of Authority
服务不可用,Service not available
连接后使用 STARTTLS,STARTTLS after connecting
登陆到 Realm,Log In to Realm
TLS 不可用,TLS not available
解聘时间,Time to fire
显示类别分组菜单,Show the category group menu
软件日志,Software Log
访问项目主页,Project Homepage
软件日志查看器,Software Log Viewer
服务包生成器,Service Pack Creator
保存新的服务包,Save New Service Pack
签名 URL :,Signature URL :
软件包 :,Package :
正在按文件名搜索,Searching by file
按名称搜索,Search by name
按文件名搜索,Search by file name
基于 GNOME 的软件包管理工具,Package Manager for GNOME
更多信息,More information
正在查找文件,Searching for file
没有可用的网络连接,No network connection available
内存不足,Out of memory
无法获取锁,Cannot get lock
稳定版,Stable
服务程序警告,Daemon warning
正在开始,Starting
正在队列中等待,Waiting in queue
正在运行,Running
正在查询,Querying
正在获取信息,Getting information
正在回滚,Rolling back
正在取消,Cancelling
正在等待软件包管理器锁,Waiting for package manager lock
正在删除,Removing
正在清理,Cleaning up
正在准备,Preparing
未知角色类型,Unknown role type
正在搜索软件包名称,Searching for package name
正在接受最终用户许可协议,Accepting EULA
模拟删除,Simulating the remove
互联网,Internet
编程,Programming
旧软件,Legacy
电源管理,Power management
通信,Communication
科学,Science
未知组,Unknown group
运行新应用程序 ?,Run new application ?
日志查看器,Log viewer
每小时一次,Hourly
每日一次,Daily
不更新,Nothing
软件源,Software Source
软件源查看器,Software Source Viewer
创建错误,Create error
设置远程软件包数组文件名,Set the remote package array filename
注销,Log Out
内部错误,Internal error
软件包管理器,Package Manager
运行程序,Run Program
删除软件包,Remove Package
GNOME 的软件管理工具,Software management for GNOME
32 位,32-bit
64 位,64-bit
设置远程软件包数组文件名称,Set the remote package array file name
时钟手册,Clock Manual
时钟小程序,Clock Applet
用鼠标右键单击面板 。,Right-click on the panel .
右击 时钟 小程序 。,Right-click on the Clock applet .
复制时间,Copy Time
复制日期,Copy Date
时钟类型,Clock type
12 小时,12 hour
24 小时,24 hour
UNIX 时间,UNIX time
Internet 时间,Internet time
时钟小程序车间,Clock Applet Factory
全天,All Day
气象信息,Weather Information
计算机时钟,Computer Clock
城市名称,City Name
城市时区,City Time Zone
时间和日期,Time & Date
当前时间 ：,Current Time :
时钟格式,Clock Format
小时格式,Hour format
在时钟上显示天气,Show weather in clock
在时钟上显示温度,Show temperature in clock
时间配置工具,Time configuration tool
温度单位,Temperature unit
设置 ...,Set …
设置,Set
选择动画,Select an animation
通知区域工厂,Notification Area Factory
通知区域,Notification Area
面板通知区域,Panel Notification Area
切换器,Switcher
抽屉,Drawer
创建启动器,Create Launcher
取代当前正在运行的一个面板,Replace a currently-running panel
注销,Log Out …
运行程序 ...,Run Application …
强制退出,Force Quit
连接到服务器 ...,Connect to Server …
关机,Shut Down …
创建新启动器,Create a new launcher
应用程序启动器 ...,Application Launcher …
GNOME 主菜单,The main GNOME menu
无法从控件获取小程序外壳界面,Unable to obtain AppletShell interface from control
GNOME 面板程序,The GNOME Panel
关于 GNOME 面板,About the GNOME Panel
终端应用程序,Application in Terminal
确认面板删除,Confirm panel removal
面板对象类型,Panel object type
含有对象的顶层面板,Toplevel panel containing object
将对象锁定在面板中,Lock the object to the panel
小程序 Bonobo IID,Applet Bonobo IID
菜单环境路径,Menu content path
启动器位置,Launcher location
动作按钮类型,Action button type
顶端Orientation,TopOrientation
底部Orientation,BottomOrientation
左侧Orientation,LeftOrientation
上方浮动面板,Top Floating Panel
下方浮动面板,Bottom Floating Panel
左方浮动面板,Left Floating Panel
右方浮动面板,Right Floating Panel
面板方向,Panel orientation
缩放图像以匹配面板,Fit image to panel
将图像拉伸到面板,Stretch image to panel
极小Size,XX SmallSize
很小Size,X SmallSize
小Size,SmallSize
大Size,LargeSize
很大Size,X LargeSize
极大,XX Large
GNOME 面板命令外壳,GNOME Panel Shell
右侧Size,RightSize
小程序 IID,Applet IID
创建时钟小程序的车间 。,Factory for clock applet
面板通知区域,Factory for notification area
对象 IID,Object IID
该对象的动作 ID - 例如 ： “ ClockAppletFactory : : ClockApplet ” 。,"The implementation ID of the object - e.g. "" ClockAppletFactory : : ClockApplet "" ."
无法创建初始面板布局 。,Cannot create initial panel layout .
我的帐户,My Account
关机,Power Off
关闭计算机,Power off the computer
从 PDA 上删除,Delete from PDA
PDA 上的文件,File on PDA
接收动作 ：,Receive Action :
从收件箱里复制,Copy from Inbox
从收件箱里删除,Delete from Inbox
镜像收件箱,Mirror Inbox
复制邮件从 ：,Copy mail from :
未知货币符号,Unknown Currency Symbol
本地格式,Local format
复杂,Complex
日期格式 ：,Date Format :
输出格式 ：,Output Format :
不能连接到 GnomePilot 守护程序,Cannot connect to the GnomePilot Daemon
正在连接 ...,Aborting ...
gnome-pilot 小程序,gnome-pilot applet
PalmOS PDA 监视器 .,A PalmOS PDA monitor .
尝试连接到 GnomePilot 守护进程,Trying to connect to the GnomePilot Daemon
同步操作,Sync Action
所有者,Owner :
欢迎使用 gnome-pilot ！,Welcome to gnome-pilot !
起始同步,Initial Sync
同步,Synchronize
从 PDA 复制,Copy from PDA
复制到 PDA,Copy to PDA
从 PDA 合并,Merge from PDA
合并到 PDA,Merge to PDA
PDA 的 ID,ID for the PDA
目录,DIRECTORY
管道,CONDUIT
用户名,USERNAME
登录,LOGIN
PILOT 名称,PILOTNAME
底座名称,CRADLENAME
Pilot 小程序,Pilot Applet
工具程序,Utility
GNOME 电源管理器 手册,GNOME Power Manager Manual
GNOME 电源管理器,GNOME Power Manager
电量低,Power Low
电量严重不足,Power Critical
通知区域图标策略,The notification area icon policy
GNOME 电源管理器交流电标签,GNOME Power Manager AC tab
GNOME 电源管理器电池标签,GNOME Power Manager battery tab
GNOME 电源管理器通用标签,GNOME Power Manager general tab
屏幕锁定,Screen Locking
电源管理器阻止管理小程序,Inhibit Applet
无法连接到 GNOME 电源管理器,Cannot connect to gnome-power-manager
版权所有 © 2006 Benjamin Canou,Copyright © 2006 Benjamin Canou
电源管理器阻止管理小程序,Power Manager Inhibit Applet
人工阻止,Manual inhibit
阻止管理小程序工厂,Inhibit Applet Factory
阻止管理小程序工厂,Factory for Inhibit Applet
低电量动作,Battery critical low action
UPS 电量将用尽动作,UPS critical low action
UPS 低电量动作,UPS low power action
休眠按钮动作,Hibernate button action
电源按钮动作,Power button action
电量低时通知,Notify on a low power
视为低电量时的剩余时间,The time remaining when low
视为电量时将用尽的剩余时间,The time remaining when critical
使用电池时的计算机睡眠延时,Sleep timeout computer when on battery
使用交流电源时的计算机睡眠延时,Sleep timeout computer when on AC
使用交流电源时的计算机睡眠延时,Sleep timeout computer when on UPS
电源管理,Power Management
配置电源管理,Configure power management
图表类型 ：,Graph type :
数据长度 ：,Data length :
交流电供电时,On AC Power
电池供电时,On Battery Power
UPS 供电时,On UPS Power
设为默认,Make Default
未知时间,Unknown time
正充电,Charging
百分比,Percentage charge :
技术,Technology :
充电图,Charge time :
非常好,Excellent
不好,Poor
充电图,Charge rate :
锂离子,Lithium Ion
锂聚合物,Lithium Polymer
未知技术,Unknown technology
电池供电时,On battery power
电源信息,Power Information
电池可能已损坏,Battery may be broken
睡眠问题,Sleep problem
电池电量低 。,Battery low
笔记本电池电量低,Laptop battery low
UPS 电量低,UPS low
PDA 电量低,PDA battery low
手机电池电量低,Mobile phone battery low
电池电量将用尽 。,Battery critically low
笔记本电池电量将用尽,Laptop battery critically low
UPS 电量将用尽,UPS critically low
休眠,Hibernate
不执行动作,Do nothing
充电,Charge
充满时间,Time to full
放完时间,Time to empty
1 周,1 week
充电图,Charge profile
充电准确度,Charge accuracy
供应,Supply
可充电,Rechargeable
能量,Energy
空时能量,Energy when empty
满时能量,Energy when full
电压,Voltage
技术,Technology
在线,Online
内核核心,Kernel core
中断,Interrupt
设备信息,Device Information
设备配置,Device Profile
电池电量,Cell charge
修正因数,Correction factor
设备信息,Device information
应用程序 ：,Application :
解除阻止,UnInhibit
无论如何均执行动作,Perform action anyway
睡眠警告,Sleep warning
交流电,On AC
电池,On battery
通知,Notification
DPMS 开,DPMS On
DPMS 关,DPMS Off
电量百分比,Battery percentage
电池电压,Battery Voltage
终点,Stop point
休眠问题,Hibernate Problem
正在休眠计算机 。,Hibernating computer .
无动作 。,Doing nothing .
GNOME 交互式注销 。,GNOME interactive logout .
当前充电 ：,Current charge :
GNOME 电源管理器背光助手,GNOME Power Manager Backlight Helper
触摸板电池电量低,Tablet battery low
不battery0,Nobattery0
待充电,Waiting to charge
像素,px
毫米,mm
未配置,Configuring
来源,Origin
最大,Maximal
页面定向,Page Orientation
PNG 图片,PNG picture
JPEG 图片,JPEG picture
扫描仪工具集,Scanner Utility
扫描新图像 。,Scan a new image .
扫描 ...,Scan ...
新图层名称,New layer name
配置打印,Configure printing
分钟,Minute
小时,Hour
日 ：,Day of Month
反复,Recurrent
在重启时,At reboot
小时,hour
每分钟,Every minute
每小时,Every hour
每月,Every month
每星期,Every week
新模板,New template
在确切的分钟,At an exact minute
分钟 ：,Minute :
在确切的小时,At an exact hour
小时 ：,Hour :
天 ：,Day :
在一个月里,In a month
月 ：,Month :
创建新模板 。,Create a new template .
执行在 ：,Execute at :
查看 “ man 5 crontab ” 了解更多关于 crontab 格式的信息 。,"See "" man 5 crontab "" for information about the crontab format ."
在一个范围,In a range
在一个范围执行,Execution in a range .
显示帮助,Show help
在每个整点,At every full hour
在每分钟,At every minute
每分钟,every minute
每小时,every hour
每月,every month
从模板,From template
运行 ：,Run :
一次,One-time
图标,Ico _ n :
激活时锁定,Lock on activation
主题改变前等待时间,Time before theme change
锁定等待时间,Time before locking
允许注销,Allow logout
注销选项等待时间,Time before logout option
浮动的脚,Floating Feet
宽度x高度 + X + Y,WIDTHxHEIGHT + X + Y
路径,PATH
激活,active
未激活,inactive
显示注销按钮,Show the logout button
正在检查 ...,Checking …
从 URI,From URI
到 URI,To URI
您打开了 Num Lock 键 。,You have the Num Lock key on .
创建文件时出错,Error creating file
特效,effect
从面板上的 菜单栏,From a Menu Bar on a panel
从面板上的 主菜单,From a Main Menu on a panel
全称或部分文件名,Full or partial filename
选项名称,Option Name
停止搜索,To Stop a Search
双击该文件 。,Double-click on the file .
2002年9月,September 2002
搜索工具,Search Tool
天数,DAYS
千字节,KILOBYTES
模式,PATTERN
注销提示,Logout prompt
文件管理器,File Manager
强制注销,Log out Anyway
强制休眠,Hibernate Anyway
强制重新启动,Reboot Anyway
不请求确认,Do not require confirmation
GNOME 密钥环守护程序辅助程序,GNOME Keyring Daemon Wrapper
强制注销,Log Out Anyway
强制关机,Shut Down Anyway
GNOME 后备模式,GNOME fallback
详细了解 GNOME 3,Learn more about GNOME 3
关机,Power off
自动启动目录,AUTOSTART _ DIR
会话名称,SESSION _ NAME
重启,Reboot
静音,Volume mute
音量升高,Volume up
弹出,Eject
启动电子邮件客户端,Launch e-mail client
启动计算器,Launch calculator
下一音轨,Next track
启用字体插件,Enable font plugin
切换放大镜,Toggle magnifier
屏幕放大镜,Screen magnifier
不激活,Don 't activate
激活,Activate
禁用,Deactivate
傻瓜,Dummy
傻瓜插件,Dummy plugin
字体插件,Font plugin
打字间断,Typing Break
打字间隔插件,Typing break plugin
啵嘤,Boing
鸣笛,Siren
叮咚,Clink
响铃,Beep
分析 ...,Examine …
无法改变显示器配置,Do not touch monitor configuration
双击时间,Double click time
放大镜放大,Magnifier zoom in
放大镜缩小,Magnifier zoom out
Wacom 的数位板旋转,Wacom tablet rotation
Wacom 的触控功能,Wacom touch feature
Wacom 平板电脑的功能,Wacom tablet PC feature
自动挂载,Automount
自动挂载插件,Automounter plugin
无动作,Do Nothing
墨已不多,Toner low
缺墨,Toner empty
有机盖打开,Cover open
打印机配置错误,Printer configuration error
仓门打开marker,Door openmarker
纸张量少,Paper low
缺纸,Out of paper
没有连接打印机,Printer off-line
打印机错误,Printer error
配置新的打印机,Configuring new printer
Wacom 数位板区域,Wacom tablet area
Wacom 按钮动作类型,Wacom button action type
关闭,Turn Off
打开,Turn On
保持打开,Leave On
保持关闭,Leave Off
颜色插件,Colour plugin
话筒静音,Microphone Mute
安静 静音,Quiet Volume Mute
安静 音量降低,Quiet Volume Down
安静 音量升高,Quiet Volume Up
旋转屏幕,Rotate Screen
电源关闭Sleep,Power OffSleep
睡眠,Sleep
方向插件,Orientation plugin
自动注销,Automatic logout
自动休眠,Automatic hibernation
电源插件,Power plugin
打印机报告,Printer report
无Action type,NoneAction type
显示屏幕帮助Action type,Show On-Screen HelpAction type
左环,Left Ring
右环,Right Ring
新快捷键 …,Shortcut for eject .
校准Action type,Recalibrate nowAction type
Wacom 插件,Wacom plugin
挂载助手,Mount Helper
切换显示器Wacom action-type,Switch Monitor
仅缩略图,Thumbnail only
仅应用程序图标,Application icon only
创建新的匹配规则,Create new matching rule
打开文件管理器,Open file manager
替代的祝福语 。,Alternative greeting text .
主题名称,Theme name
启用休眠,Enable hibernating
退出应用程序,Quit Application
显示器,Monitor
Alt Tab 行为,Alt Tab Behaviour
Alt Tab 行为 。,The alt tab behaviour .
关机 ...,Power Off …
关于软件,About GNOME Software
模式,MODE
虚拟终端,Terminal Emulator
取消,Finance
正在计算 …,Calculator
查看,Viewer
未知menu category,menu category
两周前25 May 2012,25 May 2012
在菜单中显示 ：,Shown in menu :
字幕格式 ：,Subtitle Format :
换行类型 ：,Newline Type :
制作 ：,By :
帧率 ：,Frame rate :
脚本原著 ：,Original Script :
原时间轴 ：,Original Timing :
原始脚本检查 ：,Original Script Checking :
显示色深 ：,PlayDepth :
计时器 ：,Timer :
文件路径 ：,File Path :
CD音轨 ：,CD Track :
字体名字 ：,Font Name :
字体颜色 ：,Font Colour :
字体样式 ：,Font Style :
设置文本语言,Set _ Text Language
新的起始时间 ：,New Start :
开始帧 ：,Start Frame :
序号 ：,No . :
改变输入帧率,Changing Input Frame Rate
切换斜体,Toggling Italic
替换所有,Replacing All
设置字幕起始,Setting Subtitle Start
中非,Central
打开其他文件,Open another file
保存到其他文件,Save to another file
新建不保存,Create without Saving
打开不保存,Open without Saving
序号,No .
间隔 ：,During :
打开BUG管理,Open Bugzilla
起点,From
终点,To
间隔,During
2005年10月,October 2005
日志查看器手册,Logview Manual
查看一个日志,To View a Log
查看日志信息,To View Log Information
自动滚动,Auto Scroll
过滤器名称不能包含 “ : ” 字符,Filter name may not contain the ' : ' character
效果 ：,Effect :
打开日志,Open Log
系统日志查看器,Log File Viewer
从文件打开日志,Open a log from file
退出日志查看器,Quit the log viewer
选中整个日志,Select the entire log
目录,Directory
图形中 CPU 的默认颜色,Default graph CPU colour
图形中内存的默认颜色,Default graph memory colour
图形中网络流入流量的默认颜色,Default graph incoming network traffic colour
图形中网络流出流量的默认颜色,Default graph outgoing network traffic colour
分数,Fraction
拾取颜色,Pick a Colour
当前颜色,Current Colour
颜色拾取器类型,Type of colour picker
打开手册,Open the manual
正在接收,Receiving
总计已发送,Total Sent
VM 开始于,VM Start
VM 大小,VM Size
未被修改的私有内存,Private clean
管道,pipe
IPv6 网络连接,IPv6 network connection
IPv4 网络连接,IPv4 network connection
改变优先级,Change Priority
虚拟内存,Virtual Memory
可写内存,Writeable Memory
X 服务器内存,X Server Memory
CPU 时间,CPU Time
安全环境,Security Context
等候频道,Waiting Channel
内存 ：,Memory :
僵死,Zombie
不可中断,Uninterruptible
睡眠中,Sleeping
非常高,Very High
非常低,Very Low
控制组,Control Group
席位,Seat
非常高优先级,Very High Priority
高优先级,High Priority
普通优先级,Normal Priority
低优先级,Low Priority
非常低优先级,Very Low Priority
已发送,Sent
时钟小程序的右键属性菜单 。,Context menu in the clock applet
时区,Time zone
配置类型,Configuration type
它也可以是 ：,It can be either :
要更改您所在的时区,To change your time zone
连接类型 ：,Connection type :
删除当前位置,Delete current location
