src,tgt
ロトルア,Rotorua
ロトゥマ,Rotuma
ルーアン,Rouen
ロバニエミ,Rovaniemi
リオ ・ クアルト,Río Cuarto
サーブSarrebruck,SaabSarrebruck
サブゼバール,Sabzevar
Sach 'On 空軍基地,Sach 'On Ab
サクラメント,Sacramento
サクラメント空港,Sacramento Mather Airport
サフィ,Safi
佐賀,Saga
サギノー郡 H.W. Browne 飛行場,Saginaw County H.W. Browne Airport
Saglek 湾,Saglek Bay
セント ・ ヘレナ,Saint Helena
セント ・ イグナス,Saint Ignace
セント ・ ジョン,Saint John
セントルシア,Saint Lucia
セイント-ハーバート,Saint-Hubert
センイト ・ ピエール,Saint-Pierre
サンカンタン,Saint-Quentin
サル,Sal
セール,Sale
サーレム,Salem
サリマ,Salima
サリナ,Salina
サーモン ・ アーム,Salmon Arm
ソルト ・ レイク ・ シティ,Salt Lake City
ソルト ・ レイク ・ シティ自治空港,Salt Lake City Municipal Airport
サルト ・ ポイント,Salt Point
サルタ,Salta
サルティヨ,Saltillo
サルト,Salto
ザルツブルク,Salzburg
サマラ,Samara
セイム,Same
サモア,Samoa
サン,San
サン ・ アンジェロ,San Angelo
サン ・ アントニオ,San Antonio
サンクレメンテ,San Clemente
サンディエゴ,San Diego
サンフェリペ,San Felipe
サンハビエル,San Javier
サンラファエル,San Rafael
サナナ島,Sanana
サンタアナ,Santa Ana
サンタバーバラ,Santa Barbara
サンタバーバラ港,Santa Barbara Harbor
サンタバーバラ ・ スリア,Santa Barbara Zulia
サンタカタリナ,Santa Catarina
サンタクララ,Santa Clara
サンタクルーズ,Santa Cruz
サンタクルーズ港,Santa Cruz Harbor
サンタフェ,Santa Fe
サンタマリア,Santa Maria
サンタ ・ モニカ,Santa Monica
サンタ ・ モニカ ・ ピエール,Santa Monica Pier
サンチアゴ,Santiago
サンチアゴ ・ デ ・ キューバ,"Santiago De Cuba , Oriente"
サントリーニ,Santorini
サンヤ,Sanya
丘珠空港,Sapporo Ab
サラエボ,Sarajevo
サラトフ,Saratov
サラバン,Saravane
サル,Sarh
サーニア,Sarnia
Satah 川,Satah River
サトナ,Satna
サトゥマーレ,Satu Mare
サバナ,Savanna
サバナ,Savannah
サバナ-ハンター AAF,Savannah-Hunter AAF
サバンナケート,Savannakhet
サボンリンナ,Savonlinna
ザクセンアンハルト,Saxony-Anhalt
スカンプトン,Scampton
シェファービル,Schefferville
スクールクラフト郡空港,Schoolcraft County Airport
シュワーツ,Schwaz
シチュエート,Scituate
サーチー,Searcy
シアトル,Seattle
セグー,Segou
セルマ,Selma
ゼンバハ,Sembach
セミノル,Seminole
セムナーン,Semnan
セネガル,Senegal
センナール,Sennar
ソウル,Seoul
ソウル E 空軍基地,Seoul E Ab
スパン,Sepang
セレンジェ,Serenje
セティフ,Setif
セイモア,Seymour
陜西,Shaanxi
上海,Shanghai
山東,Shantong
汕頭,Shantou
シャウィニガン CS,Shawinigan CS
ショーニー,Shawnee
シボイガン,Sheboygan
シープ ・ マウンテン,Sheep Mountain
シェルビー,Shelby
シェルビービル,Shelbyville
シェミャ,Shemya
深川,Shenzhen
シャーブルック,Sherbrooke
石家荘,Shijiazhuang
シロ,Shilo
シンヤンガ,Shinyanga
シャーリー,Shirley
清水浜基地,Shizuhama Ab
ショール湖,Shoal Lake
ショラープル,Sholapur
庄内,Shonai
ショート ・ ビーチ,Short Beach
シュリーブポート,Shreveport
双流国際空港,Shuangliu International Airport
シブ,Sibi
シビチ,Sibiti
シビウ,Sibiu
シブ,Sibu
四川,Sichuan
ジーゲン,Siegen
シエラレオネ共和国,Sierra Leone
シギリ,Siguiri
シリグリ,Siliguri
シルバー湾,Silver Bay
シルバーシティ,Silver City
シムコー,Simcoe
シンガポール,Singapore
シンカワン,Singkawang Ii
シンタン,Sintang
シントラ,Sintra
シオン,Sion
スールックアウト,Sioux Lookout
サイレン,Siren
セティアワン,Sitiawan
Skagit Regional 空港,Skagit Regional Airport
シェレフテオ,Skellefteå
スカイハーバー空港,Sky Harbor Airport
スレーブ湖,Slave Lake
スロバキア,Slovakia
スロベニア,Slovenia
スミス空港,Smith Airport
スミス岬,Smith Point
ソフィア,Sofia
ソコト,Sokoto
ソラナ ・ ビーチ,Solana Beach
ソマリア,Somalia
サマービル,Somerville
ソンゲア,Songea
ソンクラー,Songkhla
ソノラ,Sonora
ソロチ,Soroti
南アフリカ,South Africa
サウス空港,South Airport
サウス ・ カロライナ,South Carolina
サウス ・ ダコタ,South Dakota
サウス ・ ヒル,South Hill
サウス ・ コナ,South Kona
大韓民国,South Korea
スパー,Spa
スペイン,Spain
スパルタ,Sparta
スパータンバーグ記念塔,Spartanburg Memorial
スペンス湾,Spence Bay
スペンサー,Spencer
スリランカ,Sri Lanka
セント ・ アサン,St Athan
セント ・ モーガン,St Mawgan
St. Lucie 郡国際空港,St. Lucie County International Airport
スタンリー,Stanley
スタンリー空港,Stanley Airport
スタンリー空挺基地,Stanley Ranger Station
ステープルトン国際空港,"Stapleton International , Co ."
スタブロポリ,Stavropol
スチュアート,Stewart
ストックホルム,Stockholm
ステュワート,Stuart
スビック湾,Subic Bay
スチヤバ,Suceava
サフォーク,Suffolk
スックル,Sukkur
サルファー,Sulphur
スンヤニ,Sunyani
Supplementary 自動天気報告基地,Supplementary Aviation Weather Reporting Station
スラバヤ,Surabaya
スラトタニ,Surat Thani
スルグート,Surgut
スリガオ,Surigao
スリナム,Suriname
スルケート,Surkhet
スワン川,Swan River
スウィートウォーター,Sweetwater
シレット,Sylhet
シリア,Syria
ソルノク,Szolnok
サンパウロ,São Paulo
タボラ,Tabora
タブー,Tabou
立川基地,Tachikawa Ab
タクロバン,Tacloban
タコマ,Tacoma
タウア,Tahoua
タイン,Tain
タイパ,Taipa
台湾,Taiwan
台南,Taiyuan
田島,Tajima
ターク,Tak
タマレ,Tamale
タマタブ,Tamatave
タンパ,Tampa
タンパ湾,Tampa Bay Area
タンピコ,Tampico
タムワース,Tamworth
タナノー,Tanana
タンガ,Tanga
タンザニア,Tanzania
桃園,Taoyuan
タパチュラ,Tapachula
タプレジュン,Taplejung
タラント,Taranto
タラポト,Tarapoto
タラワ,Tarawa
タリハ,Tarija
タルタガル,Tartagal
タルトゥ,Tartu
タタリーナ,Tatalina
館山基地,Tateyama Ab
トーントン,Taunton
タウランガ,Tauranga
タワウ,Tawau
テイラー,Taylor
テイラービル,Taylorville
タザ,Taza
チバンガ,Tchibanga
テーヘレン,Tegel
テグシガルパ,Tegucigalpa
テル ・ アビブ,Tel Aviv
テラ,Tela
テマ,Tema
テンプル,Temple
テムコ,Temuco
テナントクリーク,Tennant Creek
テピク,Tepic
テルメズ,Termez
テルモリ,Termoli
テルノーポリ,Ternopol
テラノヴァ,Terra Nova
テラス,Terrace
テラス湾,Terrace Bay
テレホート,Terre Haute
テレル,Terrell
テテ,Tete
タテルボロ,Teterboro
テクサーカナ,Texarkana
タケク,Thakhek
サーマル,Thermal
チーベ,Thiva
チューレ,Thule A. B.
チューリンゲン,Thuringia
天津,Tianjin
ティアレト,Tiaret
ティフアナ,Tijuana
チカル,Tikal
ティラムック,Tillamook
ティラムック湾,Tillamook Bay
チミムン,Timimoun
ティンシティー,Tin City
ティンゴマリア,Tingo Maria
ティラナ,Tirana
タイリー,Tiree
チヴァト,Tivat
トレムセン ・ ゼンタ,Tlemcen Zenata
トバゴ島,Tobago
トクメン,Tocumen
トーゴ,Togo
トカト,Tokat
東京,Tokyo
東京ヘリポート,Tokyo Heliport
トルカ,Toluca
トマホーク,Tomahawk
トンブクツー,Tombouctou
トンガ,Tonga
トノパー,Tonopah
トピーカ,Topeka
トペリ,Topel
トロント,Toronto
トロロ,Tororo
トルプ,Torp
トランス,Torrance
トレオン,Torreon
トリントン,Torrington
トチマ,Tot 'Ma
鳥取,Tottori
トゥグールト,Touggourt
ツール,Toul
富山,Toyama
トズル,Tozeur
トラブゾン,Trabzon
トレイシー,Tracy
トレイル,Trail Valley
トレリュー,Trelew
トレントン,Trenton
トレビコ,Trevico
トリンコマリー,Trincomalee
トリポリ,Tripoli
トロイ,Troy
トラッキー,Truckee
トルヒーヨ,Trujillo
トルロー,Truro
トゥブアイ諸島,Tubuai
トゥーカムカリ,Tucumcari
ツクルイ,Tucuruí
ツゲガラオ,Tuguegarao
Tukialik 湾,Tukialik Bay
ツクトヤクツク,Tuktoyaktuk
トゥランシンゴ,Tulancingo
トゥルチヤ,Tulcea
ツレアル,Tulear
チューリップ市,Tulip City
チューリップ市空港,Tulip City Airport
ツルン,Tulln
ツメレモ,Tumeremo
テューペロ,Tupelo
トライフ,Turaif
トルコ,Turkey
トゥルク,Turku
ツバル,Tuvalu
トゥストラグティエレス,Tuxtla Gutiérrez
トゥズラ,Tuzla
トベリ,Tver
ツウェンス,Twenthe
トウィリンゲート,Twillingate
タイラー,Tyler
チュメン,Tyumen
ウベラバ,Uberaba
ウファ,Ufa
ユカイア,Ukiah
ウクライナ,Ukraine
ウラーンバートル,Ulan-Bator
ウーメオ,Umeå
ウミアト,Umiat
アンプクワァ川,Umpqua River
ウムタータ,Umtata
ウナラックリート,Unalakleet
アピントン,Upington
ウラン市,Uranium City
ウルファ,Urfa
ウルゲンチ,Urgench
ウルアパン,Uruapan
ウルグアイアナ,Uruguaiana
ウルグアイ,Uruguay
ユタ,Utah
ウチカ,Utica
ヴァカヴィル,Vacaville
Valcartier 空港,Valcartier Airport
バレンシア,Valencia
バレンタイン,Valentine
バレラ,Valera
ファルケンブルグ,Valkenburg
バイェナル,Vallenar
バリー,Valley
バン,Van
バンクーバー,Vancouver
バンクーバー国際空港,Vancouver International Airport
バンター,Vantaa
バヌアツ共和国,Vanuatu
バルナ,Varna
ボクソール,Vauxhall
ベグレビル,Vegreville
ベリーキエルーキ,Velikie Luki
ベロール,Vellore
ベネズエラ,Venezuela
ベネズエラ 、 Ciego De Ávila,"Venezuela , Ciego De Ávila"
ベニス,Venice
ベニス ・ ヘリポート,Venice Heliport
ベントゥーラ ・ ハーバー,Ventura Harbor
ベラクルス,Veracruz
フェレーニヒンク,Vereeniging
バーミリオン,Vermilion
バーミリオン区域,Vermillion Area
バーモント,Vermont
バーナル,Vernal
ヴァーノン,Vernon
ベロビーチ,Vero Beach
ビチェンツァ,Vicenza
ビシー,Vichy
ビッキーローラ,Vichy-Rolla
ビクトリア,Victoria
ビクトリア ・ ビーチ,Victoria Beach
ビクトリア ・ ハーバー,Victoria Harbour
ビクトリア国際空港,Victoria International Airport
ビクトリア海兵隊基地,Victoria Marine
ウィーン,Vienna
ビエンチャン,Vientiane
ベトナム,Viet Nam
ビガン,Vigan
ビラレアル,Vila Real
ビルヘナ,Vilhena
ビジャフランカ,Villafranca
ビヤグアイ,Villaguay
ビルヌーブ,Villeneuve
ビン,Vinh
ヴィントン,Vinton
ビラク,Virac
バージニア,Virginia
バージニア ・ ビーチ,Virginia Beach
バージニアテック空港,Virginia Tech Airport
ビルビル,Viru-Viru
ビテルボ,Viterbo
ビトリア,Vitoria
ボエマル,Vohemar
ボイ,Voi
フォルケ,Volk
フェルケル,Volkel
ボルテラ,Volterra
ボロネジ,Voronez
フレーブルグ,Vryburg
ワシントン,Wa
ウェーコ,Waco
ウェーンライト,Wainwright
ウェーンライト空港,Wainwright Airport
稚内,Wakkanai
ワラワラ,Walla Walla
ウォーターベリー,Waterbury
ウォータークルーフ,Waterkloof Lmb
ウォータールー,Waterloo
ウォータータウン,Watertown
ウォータービル,Waterville
ウォーキーガン,Waukegan
ウォーパカ,Waupaca
Wayne Municipal 空港,Wayne Municipal Airport
気象観測オフィス,Weather Station Office
ウェイパ,Weipa
ウェジ,Wejh
ウェルコム,Welkom
ウェリントン,Wellington
ウェナチー,Wenatchee
ウェワク,Wewak
ウェーバーン,Weyburn
ホウォートン,Wharton
ホイートン,Wheaton
ホイーラー,Wheeler
ウィーリング,Wheeling
ウィタカー,Whitaker
ホワイト ・ ロック,White Rock
ホワイトサルファー,White Sulphur
ホワイトコート,Whitecourt
ホワイトマン,Whiteman
ホワイトマン空港,Whiteman Airport
ホワイトリバー,Whiteriver
ホワイトビル,Whiteville
ホイッティア,Whittier
ワイアートン,Wiarton
ウィチタ,Wichita
ウィチタ ・ ヤベラ,Wichita-Jabara
ウィチタ ・ マッコーネル空軍基地,Wichita-McConnell AFB
ウィラパ岬,Willapa Harbor
ウィリマンチク,Willimantic
ウィロビー,Willoughby
ウィロー,Willow
ウィロークリーク,Willow Creek
ウィロー Grove,Willow Grove
ウィルメット,Wilmette
ウィルミントン,Wilmington
ウィンク,Wink
ウィネマッカ,Winnemucca
ウィニペグ,Winnipeg
ウィノーナ,Winona
ウィンターヘイブン,Winter Haven
ウィンター ・ パーク,Winter Park
ウィトバンク,Witbank
ウィタリング,Wittering
ウルフ岬,Wolf Point
ウォンジュ,Wonju
ウーメラ,Woomera
雄千,Woong Cheon
ワージントン,Worthington
ランゲル,Wrangell
武漢,Wuhan
昆明巫家霸国際空港,Wujiaba International Airport
ワイオミング,Wyoming
ワイトン,Wyton
シアメン,Xiamen
西昌,Xichang
西寧,Xining
新疆,Xinjiang
ヤクイバ,Yacuiba
ヤキマ,Yakima
ヤクタット,Yakutat
ヤリンガ,Yalinga
山形,Yamagata
山口 ・ 宇部,Yamaguchi Ube
ヤンゴン,Yangon
延吉,Yanji
ヤンクトン,Yankton
煙台,Yantai
八尾,Yao
遥牆国際空港,Yaoqiang International Airport
ヤキーナ湾,Yaquina Bay
ヤーマス,Yarmouth
イェチョン基地,Yechon Ab
イエローナイフ,Yellowknife
イエメン,Yemen
エンボ,Yenbo
驪州射撃場,Yeoju Range
ヨービルトン,Yeovilton
銀川,Yinchuan
伊寧,Yining
横田基地,Yokota Ab
ヨーラ,Yola
与那国,Yonaguni
ヨーク,York
ヨークトン,Yorkton
ヨロ,Yoro
ユーコン地域,Yukon Territory
ユマ,Yuma
雲南,Yunnan
ザーボル,Zabol
サカパ,Zacapa
ザグレブ,Zagreb
ザンベジ,Zambezi
ザンビア,Zambia
サンボアンガ,Zamboanga
ザンジャーン,Zanjan
サポパン,Zapopan
サラゴサ,Zaragoza
ザリア,Zaria
ザベンダム,Zaventem
ツェル ・ アム ・ ゼー,Zell am See
湛江,Zhejiang
鄭州,Zhengzhou
蘭州中川空港,Zhongchuan Airport
ジガンショル,Ziguinchor
ジンバブエ,Zimbabwe
ズニプエブロ,Zuni Pueblo
チューリッヒ,Zurich
デブレツェン,Zweibrücken
ブルーマーブル,Blue Marble
足音,Foot Fall
宇宙フレア,Spaceflare
宇宙フレア 新星,Spaceflare Nova
宇宙フレア 超新星,Spaceflare Supernova
テラフォーム 青,Terraform Blue
テラフォーム 緑,Terraform Green
テラフォーム オレンジ,Terraform Orange
アクア,Aqua
黄色い花,Yellow Flower
フロー,Flow
ガルプ,Gulp
シルク,Silk
スプリング,Spring
デューン,Dune
ストーム,Storm
ピンクの布,Pink Fabric
チューリップ,Tulip
ブログ,Blog
GNOME ウェブ ・ ログ投稿アプレットです 。,A GNOME Web Blogging Applet
ブログの種類 :,Blog Type :
ブログのプロトコル :,Blog Protocol :
ブログの名前 :,Blog Name :
不明なブログの種類です,Unknown blog type
内容 :,Text :
コンピュータ,Computer
タブレット,Tablet
Bluetooth をオンにする,Turn On Bluetooth
Bluetooth : 切,Bluetooth : Off
Bluetooth を切る,Turn Off Bluetooth
Bluetooth : 入,Bluetooth : On
接続中 ...,Connecting …
Bluetooth アプレット,Bluetooth Applet
PIN を入力,Enter PIN
PINの確認,Verify PIN
Bluetooth マネージャー,Bluetooth Manager
Bluetooth マネージャー アプレット,Bluetooth Manager applet
Bluetooth : 確認中,Bluetooth : Checking
GNOME Bluetooth ホームページ,GNOME Bluetooth home page
Bluetooth 新規デバイス設定,Bluetooth New Device Setup
デバイスの設定,Device Setup
無期限,never
1分,1 minute
ラップトップコンピュータ,Laptop computer
認証確認用の値 :,Confirm value for authentication :
通知エリア,Notification area
ライブインポート,Live Import
プロトコルトレース,Protocol Trace
ライブインポートできません,Can 't live import from
Frontline BTSnoopフォーマット,Frontline BTSnoop Format
Apple パケットロガーフォーマット,Apple Packet Logger Format
ローカル接続,Local connection
リモート接続,Remote connection
インポートを開く,Open Import
保存していないプロトコルトレースが,There are
パケット,Packet
Apple パケットロガーファイル,Apple Packet Logger File
Frontline BTSnoop ファイル,Frontline BTSnoop File
Moblin Bluetooth パネル,Moblin Bluetooth Panel
bluetooth,Bluetooth
ペア,Pair
完了,Done
Bluetooth マネージャーパネル,Bluetooth Manager Panel
ペアリングしない,Do not pair
電源,Power
Bluetooth デバイスの設定,Bluetooth Device Setup
デバイスの検索,Device Search
セットアップの結果,Setup Summary
アドレス,ADDRESS
名前,NAME
Bluetooth をオンにする,Turn on Bluetooth
Bluetooth を切る,Turn off Bluetooth
接続,ConnectionPower
プロトコル,Protocol
ネットワーク :,Net :
プライベート,Private
URLを入力,Enter URL
ファイルの選択,Select a file
ポート,Port
TLSポート,TLS Port
ソースの選択,Source Selection
準備,Preparation
新しいボックスを準備中,Preparing to create new box
ボックスを作成,Create a Box
パッケージの選択,Select package
新しい変数を入力して下さい,Enter new variable
プロジェクト :,Project :
パッケージ名 :,Package name :
URI :,Url :
変数,Variable
グループ名 :,Group name :
ターゲット名 :,Target name :
グループ :,Group :
Makefile,Generate
Makefile を生成します,Generate Makefile
Configure を実行します,Configure the project
ターゲットの生成に失敗しました,General failure in target creation
静的ライブラリ,Static Library
man ページ,Man Documentation
プログラム,Program
info ファイル,Info Documentation
新しいグループ,New Group
新しいターゲット,New Target
プロジェクト,Project
プロジェクトのオブジェクト,Project Object
GbfProject オブジェクト,GbfProject Object
プロジェクトを開く,Open Project
数値が大きすぎます,Too long number
算術演算エラーです,Math operation error
電卓,Calculator
電卓 - 財務,Calculator — Financial
電卓 - 科学,Calculator — Scientific
電卓 - プログラミング,Calculator — Programming
2 20,2 ^ 20
定率法による減価償却費,Double-Declining Depreciation
将来価値,Future Value
定額法による減価償却費,Straight-Line Depreciation
電卓を終了します,Quit the calculator
財務モードです,Financial
科学モードです,Scientific
プログラミング ・ モードです,Programming
将来価値の算出,Future value
売上,Gpm
期間,Term
関数,Fun
定数,Con
桁数,Acc
エントリのクリア,Clear entry
開きカッコ,Left bracket
逆数,Reciprocal
百分率,Percentage
閉じカッコ,Right bracket
平方根,Square root
端数,Fractional portion
整数部,Integer portion
数値の 4,Numeric 4
数値の 7,Numeric 7
数値の 8,Numeric 8
数値の 9,Numeric 9
数値の 5,Numeric 5
数値の 6,Numeric 6
数値の 1,Numeric 1
数値の 2,Numeric 2
数値の 0,Numeric 0
小数点,Numeric point
数値の 3,Numeric 3
将来価値の算出,Accuracy value
三角法の単位を度にします,Trigonometric type
Tan,tan
Tan -1,tan -1
Tanh -1,tanh -1
Sln,ln
Log,log
Log 2,log 2
将来価値の算出,Store value
科学モードです,Scientific Exponent
将来価値の算出,Truncate value
新しいゲームを開始する,Starting a new game
キング,King
ルーク,Rook
クイーン,Queen
ナイト,Knight
ドローゲーム,Game Draw
ステイルメイト,Stalemate
50手ルール,Fifty move rule
2006-2008,2006 – 2008
12月,December
ゲーム,Game
現在のゲームを保存します,Save the current game
引き分けを提案する,Claim Draw
次の移動を表示します,Show the next move
最新の移動を表示します,Show the current move
対戦相手のプレイヤー,The opponent player
制限なし,No limit
1時間,One hour
現在のプレイヤー,Current Player
装飾あり,Fancy
難易度 :,Difficulty :
棋譜 :,Move format :
プロモーションの種類を選択 :,Select Promotion Type
ゲーム開始,Game Start
ゲーム続行不可能,The game cannot continue .
ゲーム,New Game
ツールバーを表示するかどうか,A flag to enable the toolbar
ゲーム制限時間 :,Game Duration :
駒スタイル :,Piece Style :
棋譜 :,Move Format :
1分,One minute
向かい合い,Face to Face
プロモーションの種類 :,Promotion Type :
プロファイルを生成中,Generating the profile
GNOME Color Manager,GNOME Colour Manager
キャリブレーションエラー,Calibration error
再試行する,Try again
再試行,Retry
不明な製造元,Unknown manufacturer
キャリブレーション対象の画像を選択してください,Select calibration target image
ICCプロファイルのファイルを選択,Select ICC Profile File
ラップトップLCD,Laptop LCD
モニタ名,Monitor name
プロファイルの著作権,The copyright of the profile
プロファイルの作成者,The manufacturer of the profile
ICCプロファイルを修正するプログラム,ICC profile fix program
ICCカラープロファイルを読み込みますか ?,Import ICC colour profile ?
ICCプロファイルのインポート,Import ICC profile
他のプロファイル ...,Other profile …
デバイスリンク,Devicelink
スキャナ,Scanner
詳細情報,More Information
すぐキャリブレーションし直す,Recalibrate now
相対的な色域を維持,Relative colourmetric
デバイスのキャリブレーション,Device Calibration
グリーン :,Green :
ブルー :,Blue :
デバイスの _ Profileを作成,Create _ Profile for Device
製造元 :,Manufacturer :
シリアル番号 :,Serial number :
微調整,Fine tuning
他の場所からICCファイルをインポート,Import an ICC file from another location
プロファイルのタイプ :,Profile type :
デバイス製造元 :,Device manufacturer :
ライセンス :,Licence :
ソフトプルーフ :,Softproof :
デバイスタイプ :,Device type :
リファレンス画像を選択,Select reference image
カラープロファイルビューワ,Colour Profile Viewer
デバイスエラー,Device Error
プロファイルが無い,No profile
GNOME Color Manager Color Picker,GNOME Colour Manager Colour Picker
相対的,Relative
高画質の写真,High quality photography
グレー,grey
エラー :,Error :
環境光 :,Ambient :
グレー :,Grey :
印刷プレビュー :,Print Preview :
カラーキャリブレーション,Colour Calibration
色温度 :,Colour Temperature :
プロファイルの種類,Profile type
白色点,White point
情報,Information
3Dガマット,3D Gamut
次の画像,Next Image
キャリブレーションを継続,Continue calibration
カメラのキャリブレーション,Calibrate your camera
プリンターのキャリブレーション,Calibrate your printer
ファイルの表示,Show File
キャリブレーションを実行中,Performing calibration
ターゲットの選択,Select Target
高精度,Accurate
高速,Quick
キャリブレーションの品質,Calibration Quality
プロファイルの名前,Profile title
プロファイルの名前,Profile Title
プロファイルの著作権 :,Profile copyright :
カラープロファイルを読み込みますか ?,Import colour profile ?
フレームワークのプログラム,Framework program
マッピング形式,Mapping format
マッピングの品質,Mapping qualifier
デルタEの平均,Delta-E average
デルタEの最大値,Delta-E maximum
デルタEの二乗平均平方根,Delta-E RMS
接続の種類,Connection type
色再現範囲,Gamut volume
不明な警告タイプ,Unknown warning type
デバイス製造元,Device manufacturer
ColorChecker,Color Checker
ColorChecker DC,Color Checker DC
ColorChecker SG,Color Checker SG
連絡先管理アプリケーション,Contact Management Application
— 連絡先の管理,— contact management
写真を選択,Select Picture
1月,January
2月,February
3月,March
4月,April
5月,May
6月,June
7月,July
9月,September
10月,October
11月,November
ニックネーム,Nickname
職場のメール,Work Fax
連絡先を削除,Create Contact
連絡先を選択してください,Select chat account
私書箱,PO box
ローカルネットワーク,Local network
テレフォニー,Telephony
Google プロフィール,Google Profile
Google のその他の連絡先,Google Other Contact
ローカルの連絡先,Local Contact
リンク,Link
連絡先名,Contact Name
コールバック,Callback
自動車電話,Car
会社,Company
自宅 Fax,Home Fax
ポケベル,Pager
テレックス,Telex
テレタイプライター,TTY
電話番号,Phone number
チャット,Chat
リンク解除,Unlink
何を呼び出すか選択する,Select what to call
連絡先をリンク,Link Contact
あだ名を入力,Enter nickname
電話番号を入力,Enter phone number
名前を入力,Enter name
担当部署,Department
電話番号を入力url-link,Enter phone numberurl-link
URLを入力,Enter link
詳細,More
連絡先へ戻る,Back to Contact
リンクする連絡先を選択,Select contact to link to
コントロールセンター,Control Centre
GNOME について,About GNOME
GNOME についてもっとよく知るには ？,Learn more about GNOME
GNOME ライブラリ,GNOME Library
問い合わせ先,Contact
キーキーいうゴムの GNOME,The Squeaky Rubber GNOME
貢献してくれた方々 :,Brought to you by :
ラップトップ,Laptop
起動する URL が不明です,No URL to launch
デフォルトの辞書サーバー,Default Dictionary Server
辞書,Dictionary
このアプリケーションについて,About Dictionary
辞書の名前,Source Name
クライアント名,Client Name
コンテキストオブジェクトのクライアント名です,The name of the client of the context object
ローカルだけ,Local Only
検索中にエラーが発生しました,Error while matching
検索ルール,Strategy
コンテキストを生成できません,Unable to create a context
新しい検索,New look up
フォーマットするボリュームです,The volume to format
暗号化,Encryption
新しいボリューム,New Volume
フォーマットするデバイス,Device to format
準備しています ...,Preparing …
アンマウント中 ...,Unmounting …
フォーマット中 ...,Formatting …
ボリュームのフォーマット中にエラーが発生しました,Error formatting volume
ボリュームのマウント中 ...,Mounting volume …
メモリースティック,MemoryStick
SD メモリカード,SecureDigital
SDHC メモリカード,SD High Capacity
フロッピー,Floppy
MBR パーティションテーブル,MBR Partition Table
GUID パーティションテーブル,GUID Partition Table
Apple パーティションテーブル,Apple Partition Table
RAID アレイ,RAID Array
ソフトウェア RAID,Software RAID
Linux ext3 ジャーナリング,Journal for Linux ext3
RAID コンポーネント,RAID Component
LUKS デバイスを作成中,Creating LUKS Device
LUKS デバイスをロック解除中,Unlocking LUKS Device
LUKS デバイスをロック中,Locking LUKS Device
パーティションテーブルを作成中,Creating Partition Table
パーティションを削除中,Deleting Partition
パーティションを作成中,Creating Partition
デバイスのラベルを設定中,Setting Label for Device
RAID アレイからコンポーネントを取り外し中,Removing Component from RAID Array
RAID アレイを停止中,Stopping RAID Array
RAID アレイを開始中,Starting RAID Array
RAID アレイをチェック中,Checking RAID Array
RAID アレイを修復中,Repairing RAID Array
デバイスを取り外し中,Detaching Device
MBR パーティションスキーム,MBR Partition Scheme
Linux RAID パーティション,Linux RAID Partition
Linux スワップパーティション,Linux Swap Partition
Linux LVM パーティション,Linux LVM Partition
Apple UFS パーティション,Apple UFS Partition
Apple RAID パーティション,Apple RAID Partition
Apple パーティションマップ,Apple Partition Map
空きパーティション,Empty Partition
ドライバパーティション,Driver Partition
connection name,Virtualconnection name
不明,UnknownATA SMART graph label
温度,Temperature
SMART データ,SMART Data
プール,Pool
RAID レベル,RAID Level
コンポーネントのサイズ,Component Size
ストライプサイズ,Stripe Size
RAID アレイを作成,Create RAID Array
新しい RAID アレイ,New RAID Array
Bourne Again シェルapplication name,Bourne Again Shellapplication name
Bourne シェルapplication name,Bourne Shellapplication name
C シェルapplication name,C Shellapplication name
TENEX C シェルapplication name,TENEX C Shellapplication name
Z シェルapplication name,Z Shellapplication name
Korn シェルapplication name,Korn Shellapplication name
ボリュームをアンマウントできません,Cannot unmount volume
最小サイズ,Minimum Size
最大サイズ,Maximum Size
パーティションテーブルの作成中にエラー,Error creating partition table
パーティションテーブルを作成,Create Partition Table
コンポーネントの取り外し中にエラーが発生しました,Error removing component
停止中,Not running
アレイの名前 :,Array Name :
アレイサイズ :,Array Size :
RAID タイプ :,RAID Type :
状態 :,State :
パーティション,Partition
パーティションを削除します,Delete the partition
パーティションの作成中にエラーが発生しました,Error creating partition
パーティションを作成,Create Partition
パーティションを作成します,Create partition
不明なサイズ,Unknown Size
Linux ソフトウェア RAID,Linux Software RAID
データ,Data
クリアテキスト LUKS デバイス,Cleartext LUKS Device
RAID アレイでコンポーネントの作成中にエラーが発生しました,Error creating component for RAID array
RAID アレイのコンポーネントでパーティションテーブルの作成中にエラーが発生しました,Error creating partition table for component for RAID array
RAID アレイの作成中にエラーが発生しました,Error creating RAID array
新規にソフトウェア RAID アレイを作成します,Create a new Software RAID array
アレイを開始,Start the array
アレイを停止,Stop the array
最大の論理ボリュームサイズ,Maximum Logical Volume Size
論理ボリュームサイズ,Logical Volume Size
最大パーティションサイズ,Maximum Partition Size
パーティションサイズ,Partition Size
最小書き込み速度 :,Minimum Write Rate :
最大書き込み速度 :,Maximum Write Rate :
平均書き込み速度 :,Average Write Rate :
なし,Never
キャンセルCancel,CancelCancel
ボリュームグループから物理ボリュームを削除,Remove the PV from the VG
アレイにコンポーネントを接続,Attach the component to the array
アレイからコンポーネントを取り外す,Remove the component from the array
確認ボタンのニーモニック,Affirmative Button Mnemonic
