en-US,en-US_tags,en-US_source_type,en-US_collection_id,es,es_tags,es_source_type,es_collection_id,fr,fr_tags,fr_source_type,fr_collection_id,ja,ja_tags,ja_source_type,ja_collection_id,nan-TW,nan-TW_tags,nan-TW_source_type,nan-TW_collection_id,yue-HK,yue-HK_tags,yue-HK_source_type,yue-HK_collection_id,zh-CN,zh-CN_tags,zh-CN_source_type,zh-CN_collection_id,zh-TW,zh-TW_tags,zh-TW_source_type,zh-TW_collection_id
Please wait while we verify your email address.,emailVerification.verifyingMessage,ai,1000000,"Por favor, espera mientras verificamos tu dirección de correo electrónico.",emailVerification.verifyingMessage,ai,1000000,Veuillez patienter pendant que nous vérifions votre adresse e-mail.,emailVerification.verifyingMessage,ai,1000000,メールアドレスを確認しています。しばらくお待ちください。,emailVerification.verifyingMessage,ai,1000000,請稍等，阮咧驗證汝个電子信箱地址。,emailVerification.verifyingMessage,ai,1000000,請稍等，我哋正喺度驗證你嘅電郵地址。,emailVerification.verifyingMessage,ai,1000000,请稍候，我们正在验证您的邮箱地址。,emailVerification.verifyingMessage,ai,1000000,請稍候，我們正在驗證您的電子信箱。,emailVerification.verifyingMessage,ai,1000000
Verifying your email,emailVerification.verifyingTitle,ai,1000000,Verificando tu correo electrónico,emailVerification.verifyingTitle,ai,1000000,Vérification de votre adresse e-mail,emailVerification.verifyingTitle,ai,1000000,メールアドレスを確認中,emailVerification.verifyingTitle,ai,1000000,咧驗證汝个電子信箱,emailVerification.verifyingTitle,ai,1000000,正在驗證你嘅電郵,emailVerification.verifyingTitle,ai,1000000,正在验证您的邮箱,emailVerification.verifyingTitle,ai,1000000,正在驗證您的電子信箱,emailVerification.verifyingTitle,ai,1000000
auto,expressionCard.auto,ai,1000000,auto,expressionCard.auto,ai,1000000,auto,expressionCard.auto,ai,1000000,自動,expressionCard.auto,ai,1000000,自動,expressionCard.auto,ai,1000000,自動,expressionCard.auto,ai,1000000,自动,expressionCard.auto,ai,1000000,自動,expressionCard.auto,ai,1000000
Global,expressionCard.global,ai,1000000,Global,expressionCard.global,ai,1000000,Global,expressionCard.global,ai,1000000,グローバル,expressionCard.global,ai,1000000,全球,expressionCard.global,ai,1000000,全球,expressionCard.global,ai,1000000,全球,expressionCard.global,ai,1000000,全球,expressionCard.global,ai,1000000
Play,expressionCard.play,ai,1000000,Reproducir,expressionCard.play,ai,1000000,Jouer,expressionCard.play,ai,1000000,再生,expressionCard.play,ai,1000000,播放,expressionCard.play,ai,1000000,播放,expressionCard.play,ai,1000000,播放,expressionCard.play,ai,1000000,播放,expressionCard.play,ai,1000000
© {year} langmap - Linguistic Expression Mapping Platform,footer.copyright,ai,1000000,© {year} langmap - Plataforma de mapeo de expresiones lingüísticas,footer.copyright,ai,1000000,© {year} langmap - Plateforme de cartographie des expressions linguistiques,footer.copyright,ai,1000000,© {year} langmap - 言語表現マッピングプラットフォーム,footer.copyright,ai,1000000,© {year} langmap - 多語言語詞對應平台,footer.copyright,ai,1000000,© {year} langmap - 語言詞句地圖平台,footer.copyright,ai,1000000,© {year} langmap - 多语言词句映射平台,footer.copyright,ai,1000000,© {year} langmap - 多語言詞句映射平台,footer.copyright,ai,1000000
Add Expression,home.addExpression,ai,1000000,Agregar expresión,home.addExpression,ai,1000000,Ajouter une expression,home.addExpression,ai,1000000,表現を追加,home.addExpression,ai,1000000,新增語詞,home.addExpression,ai,1000000,新增詞句,home.addExpression,ai,1000000,添加词句,home.addExpression,ai,1000000,新增詞句,home.addExpression,ai,1000000
Contribute to our database by adding expressions from your language or region.,home.addExpressionDesc,ai,1000000,Contribuye a nuestra base de datos agregando expresiones de tu idioma o región.,home.addExpressionDesc,ai,1000000,Contribuez à notre base de données en ajoutant des expressions de votre langue ou région.,home.addExpressionDesc,ai,1000000,あなたの言語や地域の表現を追加して、私たちのデータベースに貢献してください。,home.addExpressionDesc,ai,1000000,用汝所在地區个語詞，來共資料庫增補内容。,home.addExpressionDesc,ai,1000000,透過新增你語言或地區嘅詞句為我哋資料庫作出貢獻。,home.addExpressionDesc,ai,1000000,通过添加您语言或地区的词句为我们的数据库做贡献。,home.addExpressionDesc,ai,1000000,通過新增您語言或地區的詞句為我們的資料庫做貢獻。,home.addExpressionDesc,ai,1000000
Add New →,home.addNew,ai,1000000,Agregar nueva →,home.addNew,ai,1000000,Ajouter nouveau →,home.addNew,ai,1000000,新規追加 →,home.addNew,ai,1000000,新增語詞 →,home.addNew,ai,1000000,新增新詞 →,home.addNew,ai,1000000,添加词句 →,home.addNew,ai,1000000,新增新詞 →,home.addNew,ai,1000000
Explore Map,home.exploreMap,ai,1000000,Explorar mapa,home.exploreMap,ai,1000000,Explorer la carte,home.exploreMap,ai,1000000,地図を探索,home.exploreMap,ai,1000000,探索地圖,home.exploreMap,ai,1000000,探索地圖,home.exploreMap,ai,1000000,探索地图,home.exploreMap,ai,1000000,探索地圖,home.exploreMap,ai,1000000
Visualize linguistic diversity on an interactive world map.,home.exploreMapDesc,ai,1000000,Visualiza la diversidad lingüística en un mapa mundial interactivo.,home.exploreMapDesc,ai,1000000,Visualisez la diversité linguistique sur une carte mondiale interactive.,home.exploreMapDesc,ai,1000000,インタラクティブな世界地図で言語の多様性を可視化。,home.exploreMapDesc,ai,1000000,用互動地圖看語言个分布佮變化。,home.exploreMapDesc,ai,1000000,喺互動式世界地圖上面視覺化語言多元化。,home.exploreMapDesc,ai,1000000,在交互式世界地图上可视化语言多样性。,home.exploreMapDesc,ai,1000000,在互動式世界地圖上視覺化語言多元化。,home.exploreMapDesc,ai,1000000
Expression Density,home.expressionDensity,ai,1000000,Densidad de expresiones,home.expressionDensity,ai,1000000,Densité des expressions,home.expressionDensity,ai,1000000,表現密度,home.expressionDensity,ai,1000000,語詞密度,home.expressionDensity,ai,1000000,詞句密度,home.expressionDensity,ai,1000000,词句密度,home.expressionDensity,ai,1000000,詞句密度,home.expressionDensity,ai,1000000
Get Started,home.getStarted,ai,1000000,Comenzar,home.getStarted,ai,1000000,Commencer,home.getStarted,ai,1000000,始めましょう,home.getStarted,ai,1000000,開始使用,home.getStarted,ai,1000000,開始使用,home.getStarted,ai,1000000,开始使用,home.getStarted,ai,1000000,開始使用,home.getStarted,ai,1000000
Expressions,home.heatmap.expressions,ai,1000000,Expresiones,home.heatmap.expressions,ai,1000000,Expressions,home.heatmap.expressions,ai,1000000,表現数,home.heatmap.expressions,ai,1000000,語詞數,home.heatmap.expressions,ai,1000000,詞句數,home.heatmap.expressions,ai,1000000,词句,home.heatmap.expressions,ai,1000000,詞句數,home.heatmap.expressions,ai,1000000
Language,home.heatmap.language,ai,1000000,Idioma,home.heatmap.language,ai,1000000,Langue,home.heatmap.language,ai,1000000,言語,home.heatmap.language,ai,1000000,語言,home.heatmap.language,ai,1000000,語言,home.heatmap.language,ai,1000000,语言,home.heatmap.language,ai,1000000,語言,home.heatmap.language,ai,1000000
Region,home.heatmap.region,ai,1000000,Región,home.heatmap.region,ai,1000000,Région,home.heatmap.region,ai,1000000,地域,home.heatmap.region,ai,1000000,地區,home.heatmap.region,ai,1000000,地區,home.heatmap.region,ai,1000000,地区,home.heatmap.region,ai,1000000,地區,home.heatmap.region,ai,1000000
Unknown,home.heatmap.unknown,ai,1000000,Desconocido,home.heatmap.unknown,ai,1000000,Inconnu,home.heatmap.unknown,ai,1000000,不明,home.heatmap.unknown,ai,1000000,未知,home.heatmap.unknown,ai,1000000,未知,home.heatmap.unknown,ai,1000000,未知,home.heatmap.unknown,ai,1000000,未知,home.heatmap.unknown,ai,1000000
High,home.high,ai,1000000,Alto,home.high,ai,1000000,Élevé,home.high,ai,1000000,高,home.high,ai,1000000,高,home.high,ai,1000000,高,home.high,ai,1000000,高,home.high,ai,1000000,高,home.high,ai,1000000
Languages,home.languages,ai,1000000,Idiomas,home.languages,ai,1000000,Langues,home.languages,ai,1000000,言語,home.languages,ai,1000000,語言,home.languages,ai,1000000,語言,home.languages,ai,1000000,语言,home.languages,ai,1000000,語言,home.languages,ai,1000000
Loading map...,home.loadingMap,ai,1000000,Cargando mapa...,home.loadingMap,ai,1000000,Chargement de la carte...,home.loadingMap,ai,1000000,地図を読み込み中...,home.loadingMap,ai,1000000,地圖載入中…,home.loadingMap,ai,1000000,正在載入地圖...,home.loadingMap,ai,1000000,加载地图中...,home.loadingMap,ai,1000000,正在載入地圖...,home.loadingMap,ai,1000000
Low,home.low,ai,1000000,Bajo,home.low,ai,1000000,Faible,home.low,ai,1000000,低,home.low,ai,1000000,低,home.low,ai,1000000,低,home.low,ai,1000000,低,home.low,ai,1000000,低,home.low,ai,1000000
Explore the richness of linguistic expressions across different regions. Larger circles indicate more expressions in that area.,home.mapDescription,ai,1000000,Explora la riqueza de las expresiones lingüísticas en diferentes regiones. Los círculos más grandes indican más expresiones en esa área.,home.mapDescription,ai,1000000,Explorez la richesse des expressions linguistiques dans différentes régions. Les cercles plus grands indiquent davantage d'expressions dans cette zone.,home.mapDescription,ai,1000000,さまざまな地域における言語表現の豊かさを探求します。円が大きいほど、その地域の表現がより多くなっています。,home.mapDescription,ai,1000000,來探索世界各地語言个多元化。圓圈愈大，代表彼个地區个語詞愈濟。,home.mapDescription,ai,1000000,探索唔同地區嘅語言豐富性。圓圈越大表示該地區詞句越多。,home.mapDescription,ai,1000000,探索不同地区语言表达的丰富性。较大的圆圈表示该区域有更多词句。,home.mapDescription,ai,1000000,探索不同地區的語言豐富性。圓圈越大表示該地區詞句越多。,home.mapDescription,ai,1000000
Global Language Distribution,home.mapTitle,ai,1000000,Distribución global del idioma,home.mapTitle,ai,1000000,Distribution mondiale des langues,home.mapTitle,ai,1000000,グローバル言語分布,home.mapTitle,ai,1000000,世界語言分布圖,home.mapTitle,ai,1000000,全球語言分佈,home.mapTitle,ai,1000000,全球语言分布,home.mapTitle,ai,1000000,全球語言分佈,home.mapTitle,ai,1000000
Medium,home.medium,ai,1000000,Medio,home.medium,ai,1000000,Moyen,home.medium,ai,1000000,中,home.medium,ai,1000000,中,home.medium,ai,1000000,中,home.medium,ai,1000000,中,home.medium,ai,1000000,中,home.medium,ai,1000000
Regions,home.regions,ai,1000000,Regiones,home.regions,ai,1000000,Régions,home.regions,ai,1000000,地域,home.regions,ai,1000000,地區,home.regions,ai,1000000,地區,home.regions,ai,1000000,地区,home.regions,ai,1000000,地區,home.regions,ai,1000000
Search,home.searchButton,ai,1000000,Buscar,home.searchButton,ai,1000000,Recherche,home.searchButton,ai,1000000,検索,home.searchButton,ai,1000000,尋揣,home.searchButton,ai,1000000,搜尋,home.searchButton,ai,1000000,搜索,home.searchButton,ai,1000000,搜尋,home.searchButton,ai,1000000
Search Expressions,home.searchExpressions,ai,1000000,Buscar expresiones,home.searchExpressions,ai,1000000,Rechercher des expressions,home.searchExpressions,ai,1000000,表現を検索,home.searchExpressions,ai,1000000,尋揣語詞,home.searchExpressions,ai,1000000,搜尋詞句,home.searchExpressions,ai,1000000,搜索词句,home.searchExpressions,ai,1000000,搜尋詞句,home.searchExpressions,ai,1000000
Find how words and sentences are expressed across different languages and regions.,home.searchExpressionsDesc,ai,1000000,Encuentra cómo se expresan palabras y oraciones en diferentes idiomas y regiones.,home.searchExpressionsDesc,ai,1000000,Trouvez comment les mots et les phrases sont exprimés dans différentes langues et régions.,home.searchExpressionsDesc,ai,1000000,さまざまな言語や地域で単語や文がどのように表現されているかを見つけます。,home.searchExpressionsDesc,ai,1000000,查各語言、各地區个講法佮表達方式。,home.searchExpressionsDesc,ai,1000000,查找唔同語言同地區入面詞語同句子嘅表達方式。,home.searchExpressionsDesc,ai,1000000,查找不同语言和地区中词汇和句子的词句。,home.searchExpressionsDesc,ai,1000000,查找不同語言和地區中詞語和句子的表達方式。,home.searchExpressionsDesc,ai,1000000
Search for an expression...,home.searchPlaceholder,ai,1000000,Buscar una expresión...,home.searchPlaceholder,ai,1000000,Rechercher une expression...,home.searchPlaceholder,ai,1000000,表現を検索...,home.searchPlaceholder,ai,1000000,尋揣語詞…,home.searchPlaceholder,ai,1000000,搜尋詞句...,home.searchPlaceholder,ai,1000000,搜索词句...,home.searchPlaceholder,ai,1000000,搜尋詞句...,home.searchPlaceholder,ai,1000000
Start Searching →,home.startSearching,ai,1000000,Comenzar búsqueda →,home.startSearching,ai,1000000,Commencer la recherche →,home.startSearching,ai,1000000,検索を開始 →,home.startSearching,ai,1000000,開始尋揣 →,home.startSearching,ai,1000000,開始搜尋 →,home.startSearching,ai,1000000,开始搜索 →,home.startSearching,ai,1000000,開始搜尋 →,home.startSearching,ai,1000000
"Learn New Languages, Preserve Linguistic Diversity",home.subtitle,ai,1000000,"Aprende Nuevos Idiomas, Preserva la Diversidad Lingüística",home.subtitle,ai,1000000,"Apprenez de Nouvelles Langues, Préservez la Diversité Linguistique",home.subtitle,ai,1000000,新しい言語を学び、言語の多様性を守る,home.subtitle,ai,1000000,學新語言，做伙保護語言个多元化,home.subtitle,ai,1000000,學習新語言，一齊守住語言嘅多元化,home.subtitle,ai,1000000,学习新语言，守护语言多样性,home.subtitle,ai,1000000,學習新語言，守護語言多元化,home.subtitle,ai,1000000
Connect All Languages,home.title,ai,1000000,Conecta Todas las Lenguas,home.title,ai,1000000,Relier Toutes les Langues,home.title,ai,1000000,すべての言語をつなぐ,home.title,ai,1000000,串連起所有个語言,home.title,ai,1000000,連埋晒所有嘅語言,home.title,ai,1000000,连接所有语言,home.title,ai,1000000,連結所有語言,home.title,ai,1000000
Total Expressions,home.totalExpressions,ai,1000000,Expresiones totales,home.totalExpressions,ai,1000000,Total des expressions,home.totalExpressions,ai,1000000,総表現数,home.totalExpressions,ai,1000000,語詞總數,home.totalExpressions,ai,1000000,總詞句數,home.totalExpressions,ai,1000000,总词句数,home.totalExpressions,ai,1000000,總詞句數,home.totalExpressions,ai,1000000
View Map →,home.viewMap,ai,1000000,Ver mapa →,home.viewMap,ai,1000000,Voir la carte →,home.viewMap,ai,1000000,地図を表示 →,home.viewMap,ai,1000000,看地圖 →,home.viewMap,ai,1000000,檢視地圖 →,home.viewMap,ai,1000000,查看地图 →,home.viewMap,ai,1000000,檢視地圖 →,home.viewMap,ai,1000000
Create a new account,login.createAccount,ai,1000000,Crear una cuenta nueva,login.createAccount,ai,1000000,Créer un nouveau compte,login.createAccount,ai,1000000,新しいアカウントを作成,login.createAccount,ai,1000000,建立新帳號,login.createAccount,ai,1000000,建立新帳戶,login.createAccount,ai,1000000,创建新账户,login.createAccount,ai,1000000,建立新帳戶,login.createAccount,ai,1000000
Enter your credentials to access your account,login.description,ai,1000000,Ingresa tus credenciales para acceder a tu cuenta,login.description,ai,1000000,Entrez vos identifiants pour accéder à votre compte,login.description,ai,1000000,アカウントにアクセスするには資格情報を入力してください,login.description,ai,1000000,請輸入汝个帳號資料來使用服務,login.description,ai,1000000,輸入你嘅登入資料以存取帳戶,login.description,ai,1000000,输入您的凭据以访问您的账户,login.description,ai,1000000,輸入您的憑據以存取您的帳戶,login.description,ai,1000000
Email address,login.email,ai,1000000,Dirección de correo electrónico,login.email,ai,1000000,Adresse e-mail,login.email,ai,1000000,メールアドレス,login.email,ai,1000000,電子信箱,login.email,ai,1000000,電郵地址,login.email,ai,1000000,邮箱地址,login.email,ai,1000000,電子信箱,login.email,ai,1000000
Forgot your password?,login.forgotPassword,ai,1000000,¿Olvidaste tu contraseña?,login.forgotPassword,ai,1000000,Mot de passe oublié ?,login.forgotPassword,ai,1000000,パスワードをお忘れですか？,login.forgotPassword,ai,1000000,忘記密碼？,login.forgotPassword,ai,1000000,忘記密碼？,login.forgotPassword,ai,1000000,忘记密码？,login.forgotPassword,ai,1000000,忘記密碼？,login.forgotPassword,ai,1000000
Login failed. Please check your credentials and try again.,login.loginFailed,ai,1000000,"Error de inicio de sesión. Por favor, verifica tus credenciales e inténtalo de nuevo.",login.loginFailed,ai,1000000,Échec de la connexion. Veuillez vérifier vos identifiants et réessayer.,login.loginFailed,ai,1000000,ログインに失敗しました。資格情報を確認してもう一度お試しください。,login.loginFailed,ai,1000000,登入失敗。請確認汝个資料，閣重試看覓。,login.loginFailed,ai,1000000,登入失敗。請檢查你嘅資料再試一次。,login.loginFailed,ai,1000000,登录失败。请检查您的凭据并重试。,login.loginFailed,ai,1000000,登入失敗。請檢查您的憑據並重試。,login.loginFailed,ai,1000000
Or,login.or,ai,1000000,O,login.or,ai,1000000,Ou,login.or,ai,1000000,または,login.or,ai,1000000,抑是,login.or,ai,1000000,或者,login.or,ai,1000000,或,login.or,ai,1000000,或,login.or,ai,1000000
Password,login.password,ai,1000000,Contraseña,login.password,ai,1000000,Mot de passe,login.password,ai,1000000,パスワード,login.password,ai,1000000,密碼,login.password,ai,1000000,密碼,login.password,ai,1000000,密码,login.password,ai,1000000,密碼,login.password,ai,1000000
Remember me,login.rememberMe,ai,1000000,Recuérdame,login.rememberMe,ai,1000000,Se souvenir de moi,login.rememberMe,ai,1000000,ログイン情報を保存する,login.rememberMe,ai,1000000,記住我,login.rememberMe,ai,1000000,記住我,login.rememberMe,ai,1000000,记住我,login.rememberMe,ai,1000000,記住我,login.rememberMe,ai,1000000
Sign in,login.signIn,ai,1000000,Iniciar sesión,login.signIn,ai,1000000,Se connecter,login.signIn,ai,1000000,サインイン,login.signIn,ai,1000000,登入,login.signIn,ai,1000000,登入,login.signIn,ai,1000000,登录,login.signIn,ai,1000000,登入,login.signIn,ai,1000000
Signing in...,login.signingIn,ai,1000000,Iniciando sesión...,login.signingIn,ai,1000000,Connexion en cours...,login.signingIn,ai,1000000,サインイン中...,login.signingIn,ai,1000000,登入中...,login.signingIn,ai,1000000,登入緊…,login.signingIn,ai,1000000,登录中...,login.signingIn,ai,1000000,登入中...,login.signingIn,ai,1000000
Sign in to your account,login.title,ai,1000000,Inicia sesión en tu cuenta,login.title,ai,1000000,Connectez-vous à votre compte,login.title,ai,1000000,アカウントにサインイン,login.title,ai,1000000,登入汝个帳號,login.title,ai,1000000,登入你嘅帳戶,login.title,ai,1000000,登录您的账户,login.title,ai,1000000,登入您的帳戶,login.title,ai,1000000
About,nav.about,ai,1000000,Acerca de,nav.about,ai,1000000,À propos,nav.about,ai,1000000,概要,nav.about,ai,1000000,關於,nav.about,ai,1000000,關於,nav.about,ai,1000000,关于,nav.about,ai,1000000,關於,nav.about,ai,1000000
✨ Add New Language,nav.addLanguage,ai,1000000,✨ Agregar idioma,nav.addLanguage,ai,1000000,✨ Ajouter une langue,nav.addLanguage,ai,1000000,✨ 新しい言語を追加,nav.addLanguage,ai,1000000,✨ 新增語言,nav.addLanguage,ai,1000000,✨ 新增語言,nav.addLanguage,ai,1000000,✨ 添加新语言,nav.addLanguage,ai,1000000,✨ 新增語言,nav.addLanguage,ai,1000000
🛠️ Assist Translation,nav.assistTranslation,ai,1000000,🛠️ Ayudar a traducir,nav.assistTranslation,ai,1000000,Aider à traduire,nav.assistTranslation,ai,1000000,🛠️ 翻訳支援,nav.assistTranslation,ai,1000000,🛠️ 鬥相共翻譯,nav.assistTranslation,ai,1000000,🛠️ 幫手翻譯,nav.assistTranslation,ai,1000000,🛠️ 协助翻译,nav.assistTranslation,ai,1000000,🛠️ 協助翻譯,nav.assistTranslation,ai,1000000
Collections,nav.collections,ai,1000000,Colecciones,nav.collections,ai,1000000,Collections,nav.collections,ai,1000000,コレクション,nav.collections,ai,1000000,收藏集,nav.collections,ai,1000000,收藏集,nav.collections,ai,1000000,收藏集,nav.collections,ai,1000000,收藏集,nav.collections,ai,1000000
Home,nav.home,ai,1000000,Inicio,nav.home,ai,1000000,Accueil,nav.home,ai,1000000,ホーム,nav.home,ai,1000000,頭頁,nav.home,ai,1000000,主頁,nav.home,ai,1000000,首页,nav.home,ai,1000000,主頁,nav.home,ai,1000000
Login,nav.login,ai,1000000,Iniciar sesión,nav.login,ai,1000000,Connexion,nav.login,ai,1000000,ログイン,nav.login,ai,1000000,登入,nav.login,ai,1000000,登入,nav.login,ai,1000000,登录,nav.login,ai,1000000,登入,nav.login,ai,1000000
Logout,nav.logout,ai,1000000,Cerrar sesión,nav.logout,ai,1000000,Déconnexion,nav.logout,ai,1000000,ログアウト,nav.logout,ai,1000000,登出,nav.logout,ai,1000000,登出,nav.logout,ai,1000000,退出登录,nav.logout,ai,1000000,登出,nav.logout,ai,1000000
Profile,nav.profile,ai,1000000,Perfil,nav.profile,ai,1000000,Profil,nav.profile,ai,1000000,プロフィール,nav.profile,ai,1000000,個人資料,nav.profile,ai,1000000,個人資料,nav.profile,ai,1000000,个人资料,nav.profile,ai,1000000,個人資料,nav.profile,ai,1000000
Register,nav.register,ai,1000000,Registrarse,nav.register,ai,1000000,S'inscrire,nav.register,ai,1000000,登録,nav.register,ai,1000000,註冊,nav.register,ai,1000000,註冊,nav.register,ai,1000000,注册,nav.register,ai,1000000,註冊,nav.register,ai,1000000
Search,nav.search,ai,1000000,Buscar,nav.search,ai,1000000,Rechercher,nav.search,ai,1000000,検索,nav.search,ai,1000000,尋揣,nav.search,ai,1000000,搜尋,nav.search,ai,1000000,搜索,nav.search,ai,1000000,搜尋,nav.search,ai,1000000
Translate,nav.translate,ai,1000000,Traducir,nav.translate,ai,1000000,Traduire,nav.translate,ai,1000000,翻訳,nav.translate,ai,1000000,翻譯,nav.translate,ai,1000000,翻譯,nav.translate,ai,1000000,翻译,nav.translate,ai,1000000,翻譯,nav.translate,ai,1000000
I agree to the,register.agreeToTerms,ai,1000000,Estoy de acuerdo con los,register.agreeToTerms,ai,1000000,J'accepte les,register.agreeToTerms,ai,1000000,私は同意します,register.agreeToTerms,ai,1000000,我同意,register.agreeToTerms,ai,1000000,我同意,register.agreeToTerms,ai,1000000,我同意,register.agreeToTerms,ai,1000000,我同意,register.agreeToTerms,ai,1000000
and,register.and,ai,1000000,y,register.and,ai,1000000,et,register.and,ai,1000000,および,register.and,ai,1000000,佮,register.and,ai,1000000,同,register.and,ai,1000000,和,register.and,ai,1000000,和,register.and,ai,1000000
Check your email,register.checkEmail,ai,1000000,Revisa tu correo electrónico,register.checkEmail,ai,1000000,Vérifiez votre e-mail,register.checkEmail,ai,1000000,メールを確認,register.checkEmail,ai,1000000,檢查汝个電子信箱,register.checkEmail,ai,1000000,檢查你嘅電郵,register.checkEmail,ai,1000000,检查您的邮箱,register.checkEmail,ai,1000000,檢查您的信箱,register.checkEmail,ai,1000000
Confirm password,register.confirmPassword,ai,1000000,Confirmar contraseña,register.confirmPassword,ai,1000000,Confirmer le mot de passe,register.confirmPassword,ai,1000000,パスワードを確認,register.confirmPassword,ai,1000000,確認密碼,register.confirmPassword,ai,1000000,確認密碼,register.confirmPassword,ai,1000000,确认密码,register.confirmPassword,ai,1000000,確認密碼,register.confirmPassword,ai,1000000
Fill in the information below to create your account,register.description,ai,1000000,Completa la siguiente información para crear tu cuenta,register.description,ai,1000000,Remplissez les informations ci-dessous pour créer votre compte,register.description,ai,1000000,以下の情報を入力してアカウントを作成してください,register.description,ai,1000000,請填寫下底个資料來建立汝个帳號,register.description,ai,1000000,填寫以下資料以建立你嘅帳戶,register.description,ai,1000000,填写以下信息以创建您的账户,register.description,ai,1000000,填寫以下資訊以建立您的帳戶,register.description,ai,1000000
Email address,register.email,ai,1000000,Dirección de correo electrónico,register.email,ai,1000000,Adresse e-mail,register.email,ai,1000000,メールアドレス,register.email,ai,1000000,電子信箱,register.email,ai,1000000,電郵地址,register.email,ai,1000000,邮箱地址,register.email,ai,1000000,電子信箱,register.email,ai,1000000
Go to Login,register.goToLogin,ai,1000000,Ir a iniciar sesión,register.goToLogin,ai,1000000,Aller à la connexion,register.goToLogin,ai,1000000,ログインへ,register.goToLogin,ai,1000000,前往登入,register.goToLogin,ai,1000000,前往登入,register.goToLogin,ai,1000000,前往登录,register.goToLogin,ai,1000000,前往登入,register.goToLogin,ai,1000000
Or,register.or,ai,1000000,O,register.or,ai,1000000,Ou,register.or,ai,1000000,または,register.or,ai,1000000,抑是,register.or,ai,1000000,或者,register.or,ai,1000000,或,register.or,ai,1000000,或,register.or,ai,1000000
Password,register.password,ai,1000000,Contraseña,register.password,ai,1000000,Mot de passe,register.password,ai,1000000,パスワード,register.password,ai,1000000,密碼,register.password,ai,1000000,密碼,register.password,ai,1000000,密码,register.password,ai,1000000,密碼,register.password,ai,1000000
Passwords do not match.,register.passwordMismatch,ai,1000000,Las contraseñas no coinciden.,register.passwordMismatch,ai,1000000,Les mots de passe ne correspondent pas.,register.passwordMismatch,ai,1000000,パスワードが一致しません。,register.passwordMismatch,ai,1000000,密碼無仝。,register.passwordMismatch,ai,1000000,兩次輸入嘅密碼唔一致。,register.passwordMismatch,ai,1000000,密码不匹配。,register.passwordMismatch,ai,1000000,密碼不相符。,register.passwordMismatch,ai,1000000
Privacy Policy,register.privacyPolicy,ai,1000000,Política de privacidad,register.privacyPolicy,ai,1000000,Politique de confidentialité,register.privacyPolicy,ai,1000000,プライバシーポリシー,register.privacyPolicy,ai,1000000,隱私權政策,register.privacyPolicy,ai,1000000,私隱政策,register.privacyPolicy,ai,1000000,隐私政策,register.privacyPolicy,ai,1000000,隱私政策,register.privacyPolicy,ai,1000000
Registration failed. Please check your information and try again.,register.registrationFailed,ai,1000000,"Registro fallido. Por favor, verifica tu información e inténtalo de nuevo.",register.registrationFailed,ai,1000000,Échec de l'inscription. Veuillez vérifier vos informations et réessayer.,register.registrationFailed,ai,1000000,登録に失敗しました。情報を確認してもう一度お試しください。,register.registrationFailed,ai,1000000,註冊失敗。請確認資料，閣重試看覓。,register.registrationFailed,ai,1000000,註冊失敗。請檢查你嘅資料再試。,register.registrationFailed,ai,1000000,注册失败。请检查您的信息并重试。,register.registrationFailed,ai,1000000,註冊失敗。請檢查您的資訊並重試。,register.registrationFailed,ai,1000000
Thank you for registering. Please check your email to verify your account.,register.registrationSuccessMessage,ai,1000000,"Gracias por registrarte. Por favor, revisa tu correo electrónico para verificar tu cuenta.",register.registrationSuccessMessage,ai,1000000,Merci pour votre inscription. Veuillez vérifier votre e-mail pour valider votre compte.,register.registrationSuccessMessage,ai,1000000,ご登録ありがとうございます。アカウントを確認するためにメールをご確認ください。,register.registrationSuccessMessage,ai,1000000,感謝汝个註冊。請檢查汝个電子信箱來驗證帳號。,register.registrationSuccessMessage,ai,1000000,多謝你嘅註冊，請檢查你嘅電郵以完成帳號驗證。,register.registrationSuccessMessage,ai,1000000,感谢您的注册。请检查您的邮箱以验证账户。,register.registrationSuccessMessage,ai,1000000,感謝您的註冊。請檢查您的信箱以驗證帳戶。,register.registrationSuccessMessage,ai,1000000
Registration Successful!,register.registrationSuccessTitle,ai,1000000,¡Registro exitoso!,register.registrationSuccessTitle,ai,1000000,Inscription réussie !,register.registrationSuccessTitle,ai,1000000,登録成功！,register.registrationSuccessTitle,ai,1000000,註冊成功！,register.registrationSuccessTitle,ai,1000000,註冊成功！,register.registrationSuccessTitle,ai,1000000,注册成功！,register.registrationSuccessTitle,ai,1000000,註冊成功！,register.registrationSuccessTitle,ai,1000000
Sign in to existing account,register.signIn,ai,1000000,Iniciar sesión en una cuenta existente,register.signIn,ai,1000000,Se connecter à un compte existant,register.signIn,ai,1000000,既存のアカウントにサインイン,register.signIn,ai,1000000,登入原本个帳號,register.signIn,ai,1000000,登入現有帳戶,register.signIn,ai,1000000,登录现有账户,register.signIn,ai,1000000,登入現有帳戶,register.signIn,ai,1000000
Sign up,register.signUp,ai,1000000,Registrarse,register.signUp,ai,1000000,S'inscrire,register.signUp,ai,1000000,サインアップ,register.signUp,ai,1000000,註冊,register.signUp,ai,1000000,註冊,register.signUp,ai,1000000,注册,register.signUp,ai,1000000,註冊,register.signUp,ai,1000000
